Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Hydro per capita (kWh),Wind per capita (kWh),Solar per capita (kWh),Other renewables per capita (kWh),Continent
Azerbaijan,AZE,1989,150.128,13427.991,21183.152,0.0,272.152,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1990,142.906,13860.957,21257.797,0.0,635.863,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1991,105.9,13155.913,20023.236,0.0,664.168,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1992,18.678,12623.065,15335.007,0.0,649.574,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1993,4.602,12405.102,11155.341,0.0,888.802,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1994,6.054,11212.792,10296.747,0.0,661.548,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1995,4.487,9990.645,10058.99,0.0,555.913,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1996,4.441,8881.375,7293.338,0.0,543.463,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1997,4.402,8377.837,6884.515,0.0,599.995,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1998,0.0,8745.125,6373.021,0.0,678.279,0.0,0.0,0.0,Asia
Azerbaijan,AZE,1999,0.0,8317.45,6775.101,0.0,519.411,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2000,0.0,9142.726,6493.112,0.0,524.574,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2001,4.256,5766.79,9229.515,0.0,438.017,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2002,2.81,5257.883,9166.222,0.0,669.169,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2003,4.173,6051.876,9305.009,0.0,804.829,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2004,1.266,6459.125,10797.489,0.0,882.685,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2005,4.386,7471.433,11035.512,0.0,947.993,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2006,4.339,6617.917,11542.999,0.0,779.897,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2007,6.572,6173.189,10053.663,0.0,719.782,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2008,4.874,4880.495,11374.499,0.0,667.868,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2009,4.818,4499.112,9601.247,0.0,678.619,0.617,0.0,0.0,Asia
Azerbaijan,AZE,2010,7.141,4388.451,9017.805,0.0,994.88,0.144,0.0,0.0,Asia
Azerbaijan,AZE,2011,6.269,5311.788,9753.046,0.0,758.172,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2012,4.641,5484.107,10104.105,0.0,506.256,0.0,0.0,0.0,Asia
Azerbaijan,AZE,2013,3.818,5892.827,10019.176,0.0,406.229,0.218,0.218,18.278,Asia
Azerbaijan,AZE,2014,2.262,5711.572,10366.562,0.0,347.951,0.616,0.776,23.291,Asia
Azerbaijan,AZE,2015,3.724,5726.067,11583.25,0.0,430.478,1.209,1.209,23.896,Asia
Azerbaijan,AZE,2016,1.472,5621.921,11227.05,0.0,506.084,5.889,9.118,22.537,Asia
Azerbaijan,AZE,2017,1.456,5609.157,10783.762,0.0,443.474,5.612,9.446,21.623,Asia
Azerbaijan,AZE,2018,1.441,5816.73,10870.172,0.0,441.611,20.533,9.807,20.258,Asia
Azerbaijan,AZE,2019,1.426,5943.673,11732.927,0.0,385.578,33.182,10.794,19.986,Asia
Bangladesh,BGD,1965,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1966,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1967,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1968,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1969,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1970,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1971,0.0,124.142,0.0,0.0,0.0,0.0,0.0,0.0,Asia
Bangladesh,BGD,1972,16.315,148.876,65.982,0.0,7.296,0.0,0.0,0.0,Asia
Bangladesh,BGD,1973,20.883,165.707,89.927,0.0,13.594,0.0,0.0,0.0,Asia
Bangladesh,BGD,1974,18.265,169.614,97.28,0.0,9.819,0.0,0.0,0.0,Asia
Bangladesh,BGD,1975,20.74,194.557,95.94,0.0,17.285,0.0,0.0,0.0,Asia
Bangladesh,BGD,1976,20.038,205.841,123.52,0.0,19.151,0.0,0.0,0.0,Asia
Bangladesh,BGD,1977,20.414,197.686,134.404,0.0,16.524,0.0,0.0,0.0,Asia
Bangladesh,BGD,1978,19.26,204.906,144.431,0.0,18.629,0.0,0.0,0.0,Asia
Bangladesh,BGD,1979,13.946,220.722,161.709,0.0,21.032,0.0,0.0,0.0,Asia
Bangladesh,BGD,1980,18.136,242.231,177.285,0.0,20.335,0.0,0.0,0.0,Asia
Bangladesh,BGD,1981,18.158,243.285,166.494,0.0,21.232,0.0,0.0,0.0,Asia
Bangladesh,BGD,1982,21.43,233.777,210.585,0.0,17.309,0.0,0.0,0.0,Asia
Bangladesh,BGD,1983,11.818,203.704,228.311,0.0,21.347,0.0,0.0,0.0,Asia
Bangladesh,BGD,1984,4.608,199.985,256.746,0.0,28.181,0.0,0.0,0.0,Asia
Bangladesh,BGD,1985,6.276,217.474,284.039,0.0,22.617,0.0,0.0,0.0,Asia
Bangladesh,BGD,1986,9.232,228.307,311.952,0.0,13.414,0.0,0.0,0.0,Asia
Bangladesh,BGD,1987,14.157,218.933,357.015,0.0,15.011,0.0,0.0,0.0,Asia
Bangladesh,BGD,1988,14.208,213.72,409.438,0.0,19.096,0.0,0.0,0.0,Asia
Bangladesh,BGD,1989,14.432,227.836,422.054,0.0,25.379,0.0,0.0,0.0,Asia
Bangladesh,BGD,1990,31.72,215.445,443.357,0.0,23.801,0.0,0.0,0.0,Asia
Bangladesh,BGD,1991,9.908,195.294,446.098,0.0,22.044,0.0,0.0,0.0,Asia
Bangladesh,BGD,1992,9.097,213.034,475.721,0.0,20.476,0.0,0.0,0.0,Asia
Bangladesh,BGD,1993,3.319,233.52,521.088,0.0,15.305,0.0,0.0,0.0,Asia
Bangladesh,BGD,1994,3.042,238.224,540.951,0.0,20.869,0.0,0.0,0.0,Asia
Bangladesh,BGD,1995,32.403,302.627,585.425,0.0,8.972,0.0,0.0,0.0,Asia
Bangladesh,BGD,1996,17.391,302.648,615.085,0.0,17.448,0.0,0.0,0.0,Asia
Bangladesh,BGD,1997,31.25,340.185,591.979,0.0,16.621,0.0,0.0,0.0,Asia
Bangladesh,BGD,1998,8.813,367.254,626.53,0.0,19.585,0.0,0.0,0.0,Asia
Bangladesh,BGD,1999,4.272,320.983,669.412,0.0,18.483,0.0,0.0,0.0,Asia
Bangladesh,BGD,2000,30.052,309.325,709.567,0.0,16.298,0.0,0.0,0.0,Asia
Bangladesh,BGD,2001,31.278,362.573,779.714,0.0,21.066,0.0,0.0,0.0,Asia
Bangladesh,BGD,2002,32.074,357.527,805.503,0.0,15.502,0.0,0.002,0.0,Asia
Bangladesh,BGD,2003,30.144,364.239,851.567,0.0,15.138,0.0,0.018,0.0,Asia
Bangladesh,BGD,2004,29.703,338.206,900.84,0.0,14.801,0.0,0.038,0.0,Asia
Bangladesh,BGD,2005,60.042,335.33,953.952,0.0,14.491,0.0,0.066,0.0,Asia
Bangladesh,BGD,2006,90.007,334.393,1019.251,0.0,14.207,0.03,0.102,0.0,Asia
Bangladesh,BGD,2007,72.56,312.348,1075.03,0.0,13.946,0.03,0.168,0.0,Asia
Bangladesh,BGD,2008,75.508,313.731,1134.857,0.0,17.378,0.053,0.278,0.0,Asia
Bangladesh,BGD,2009,93.3,290.091,1284.684,0.0,7.497,0.092,0.451,0.018,Asia
Bangladesh,BGD,2010,58.789,319.573,1304.675,0.0,12.88,0.09,0.783,0.035,Asia
Bangladesh,BGD,2011,86.523,408.262,1311.836,0.0,15.138,0.089,1.014,0.052,Asia
Bangladesh,BGD,2012,70.574,430.702,1412.944,0.0,13.254,0.087,1.551,0.068,Asia
Bangladesh,BGD,2013,96.583,416.817,1437.069,0.0,12.207,0.085,2.171,0.084,Asia
Bangladesh,BGD,2014,60.27,462.682,1489.952,0.0,9.33,0.084,2.75,0.099,Asia
Bangladesh,BGD,2015,198.542,484.242,1654.598,0.0,14.541,0.082,3.212,0.115,Asia
Bangladesh,BGD,2016,145.273,524.192,1674.356,0.0,14.082,0.081,3.385,0.123,Asia
Bangladesh,BGD,2017,155.766,580.678,1665.322,0.0,16.118,0.08,4.295,0.121,Asia
Bangladesh,BGD,2018,176.155,657.062,1699.686,0.0,13.328,0.078,4.587,0.119,Asia
Bangladesh,BGD,2019,245.892,623.269,2107.135,0.0,12.5,0.077,6.388,0.118,Asia
Belarus,BLR,1985,2536.35,29930.369,8739.714,0.0,5.611,0.0,0.0,0.0,Europe
Belarus,BLR,1986,2756.84,35134.862,8849.853,0.0,5.575,0.0,0.0,0.0,Europe
Belarus,BLR,1987,2664.129,34540.846,9928.538,0.0,5.541,0.0,0.0,0.0,Europe
Belarus,BLR,1988,2838.644,33277.395,11433.432,0.0,5.511,0.0,0.0,0.0,Europe
Belarus,BLR,1989,2774.821,31027.969,11989.573,0.0,5.488,0.0,0.0,0.0,Europe
Belarus,BLR,1990,2434.265,28615.724,12740.138,0.0,5.473,0.0,0.0,0.0,Europe
Belarus,BLR,1991,2310.124,27644.252,13320.427,0.0,4.921,0.0,0.0,0.0,Europe
Belarus,BLR,1992,1925.37,23566.302,15479.458,0.0,4.651,0.0,0.0,0.0,Europe
Belarus,BLR,1993,1656.642,16827.52,14389.051,0.0,5.207,0.0,0.0,0.0,Europe
Belarus,BLR,1994,1163.807,13690.015,12612.359,0.0,5.221,0.0,0.0,0.0,Europe
Belarus,BLR,1995,1098.424,12458.734,11436.835,0.0,5.513,0.0,0.0,0.0,Europe
Belarus,BLR,1996,1337.439,12291.607,12083.866,0.0,4.425,0.0,0.0,0.0,Europe
Belarus,BLR,1997,1414.441,10776.34,13871.562,0.0,5.828,0.0,0.0,0.0,Europe
Belarus,BLR,1998,1260.163,10240.069,14101.399,0.0,7.801,0.0,0.0,0.0,Europe
Belarus,BLR,1999,1174.573,9432.634,14430.874,0.0,5.318,0.0,0.0,0.0,Europe
Belarus,BLR,2000,1172.177,9300.636,15390.633,0.0,7.597,0.0,0.0,0.0,Europe
Belarus,BLR,2001,846.859,9123.384,15397.591,0.0,8.439,0.0,0.0,0.0,Europe
Belarus,BLR,2002,804.171,9545.643,15947.869,0.0,8.159,0.0,0.0,0.0,Europe
Belarus,BLR,2003,762.143,9812.114,15787.466,0.0,7.881,0.0,0.0,0.0,Europe
Belarus,BLR,2004,751.372,9859.219,19272.521,0.0,9.289,0.284,0.0,0.0,Europe
Belarus,BLR,2005,834.539,9239.195,19873.12,0.0,10.127,0.281,0.0,0.0,Europe
Belarus,BLR,2006,750.73,10830.716,20379.103,0.0,9.83,0.281,0.0,0.562,Europe
Belarus,BLR,2007,852.255,9935.22,20537.445,0.0,9.806,0.28,0.0,3.922,Europe
Belarus,BLR,2008,796.854,9881.03,21095.385,0.0,10.891,0.279,0.0,9.215,Europe
Belarus,BLR,2009,760.817,11448.345,17949.745,0.0,12.515,0.278,0.0,16.687,Europe
Belarus,BLR,2010,796.875,9244.318,22002.313,0.0,12.454,0.277,0.0,23.248,Europe
Belarus,BLR,2011,957.899,10509.02,20420.818,0.0,11.56,1.101,0.0,26.149,Europe
Belarus,BLR,2012,976.889,12855.1,20611.781,0.0,19.694,1.641,0.0,25.985,Europe
Belarus,BLR,2013,1036.11,8851.49,20448.103,0.0,37.491,2.173,0.109,22.277,Europe
Belarus,BLR,2014,1026.979,9999.314,20272.959,0.0,32.648,2.428,0.54,21.316,Europe
Belarus,BLR,2015,912.579,8531.887,18962.734,0.0,29.749,10.452,2.412,25.193,Europe
Belarus,BLR,2016,1001.914,8382.006,18830.754,0.0,37.804,19.435,6.922,25.025,Europe
Belarus,BLR,2017,1035.836,8382.27,19268.539,0.0,107.143,25.661,23.545,28.042,Europe
Belarus,BLR,2018,1087.844,9092.947,20431.915,0.0,85.186,26.029,31.025,28.658,Europe
Belarus,BLR,2019,1160.426,9343.183,20380.342,0.0,84.881,27.86,31.374,29.843,Europe
Belgium,BEL,1965,23606.24,19956.047,77.827,0.0,80.004,0.0,0.0,0.0,Europe
Belgium,BEL,1966,21432.307,20261.405,139.794,1.756,87.528,0.0,0.0,0.0,Europe
Belgium,BEL,1967,20946.312,22251.213,530.539,27.402,69.379,0.0,0.0,0.0,Europe
Belgium,BEL,1968,21541.328,25732.742,1285.7,17.713,70.853,0.0,0.0,0.0,Europe
Belgium,BEL,1969,20905.262,29584.082,2639.065,6.366,66.551,0.0,0.0,0.0,Europe
Belgium,BEL,1970,19636.072,32165.272,4127.054,16.438,70.944,0.0,0.0,0.0,Europe
Belgium,BEL,1971,16207.914,32857.984,5672.648,0.0,38.52,0.0,0.0,0.0,Europe
Belgium,BEL,1972,15432.122,35435.134,7130.254,3.152,51.584,0.0,0.0,0.0,Europe
Belgium,BEL,1973,12913.066,37098.507,8545.655,21.717,48.863,0.0,0.0,33.147,Europe
Belgium,BEL,1974,13775.269,32593.031,9988.389,42.178,68.397,0.0,0.0,30.779,Europe
Belgium,BEL,1975,10261.876,30852.433,9843.924,1928.414,52.019,0.0,0.0,23.594,Europe
Belgium,BEL,1976,10669.102,32106.456,10373.821,2846.126,30.911,0.0,0.0,16.165,Europe
Belgium,BEL,1977,10797.123,31507.587,10183.313,3378.213,63.382,0.0,0.0,69.89,Europe
Belgium,BEL,1978,11034.273,33551.976,10076.708,3533.431,62.971,0.0,0.0,73.419,Europe
Belgium,BEL,1979,12272.723,33287.762,10991.002,3215.561,65.963,0.0,0.0,88.796,Europe
Belgium,BEL,1980,12353.288,30719.721,10500.718,3532.107,78.247,0.0,0.0,84.44,Europe
Belgium,BEL,1981,12781.365,28122.779,9673.168,3614.965,107.108,0.0,0.0,81.807,Europe
Belgium,BEL,1982,12789.748,26605.167,8057.261,4399.509,93.529,0.0,0.0,12.92,Europe
Belgium,BEL,1983,10905.255,24121.61,8366.217,6765.121,94.295,0.0,0.0,6.174,Europe
Belgium,BEL,1984,12636.648,23320.439,8626.143,7779.523,98.425,0.0,0.0,6.73,Europe
Belgium,BEL,1985,12587.152,23644.153,8658.271,9691.839,80.39,0.0,0.0,14.845,Europe
Belgium,BEL,1986,10727.117,26683.898,7764.635,11021.036,95.959,0.0,0.0,33.292,Europe
Belgium,BEL,1987,10661.158,26840.536,8551.254,11725.517,119.862,1.676,0.0,39.675,Europe
Belgium,BEL,1988,10754.954,27636.039,8425.15,12022.078,100.133,2.231,0.0,50.206,Europe
Belgium,BEL,1989,11276.013,27084.746,9343.119,11472.12,84.892,1.948,0.0,53.162,Europe
Belgium,BEL,1990,12354.534,28756.078,9563.163,11858.93,73.837,1.943,0.0,78.279,Europe
Belgium,BEL,1991,11780.171,30686.814,10168.152,11859.59,63.364,2.214,0.0,82.733,Europe
Belgium,BEL,1992,10502.117,31068.964,10438.711,11977.695,93.989,2.481,0.0,73.593,Europe
Belgium,BEL,1993,9907.966,30444.671,10879.839,11509.436,69.726,2.196,0.0,67.255,Europe
Belgium,BEL,1994,10611.044,33164.627,11084.688,11111.12,94.635,2.462,0.0,67.01,Europe
Belgium,BEL,1995,10104.995,32729.4,12225.172,11278.016,92.175,2.454,0.0,87.539,Europe
Belgium,BEL,1996,9650.055,35411.195,13560.037,11792.503,65.036,2.177,0.0,85.445,Europe
Belgium,BEL,1997,8994.75,36156.494,12915.185,12880.379,82.866,2.174,0.0,74.715,Europe
Belgium,BEL,1998,8935.907,36645.665,14129.541,12526.738,105.554,2.985,0.0,97.414,Europe
Belgium,BEL,1999,7815.871,35336.237,15061.957,13277.274,92.367,3.521,0.0,134.352,Europe
Belgium,BEL,2000,8625.143,36135.849,15100.455,13010.071,124.273,4.323,0.0,153.451,Europe
Belgium,BEL,2001,8186.307,36566.83,14863.468,12395.707,117.942,9.895,0.0,159.663,Europe
Belgium,BEL,2002,6986.635,36592.893,15275.0,12528.526,95.234,15.079,0.0,190.732,Europe
Belgium,BEL,2003,6723.213,38395.397,16188.299,12388.666,64.586,23.01,0.0,224.088,Europe
Belgium,BEL,2004,6217.02,38600.645,16400.776,12220.8,81.882,36.679,0.258,267.86,Europe
Belgium,BEL,2005,5676.097,38142.782,16017.34,12138.488,73.451,57.893,0.255,405.509,Europe
Belgium,BEL,2006,5563.311,37748.423,16375.284,11741.231,90.366,92.128,0.503,560.065,Europe
Belgium,BEL,2007,5046.436,37810.565,16375.995,11974.488,96.586,121.913,1.49,645.565,Europe
Belgium,BEL,2008,4946.294,39429.516,16143.857,11159.504,100.408,156.0,10.286,815.265,Europe
Belgium,BEL,2009,3162.537,35263.713,16182.394,11407.456,79.235,240.605,40.101,953.963,Europe
Belgium,BEL,2010,3985.788,36236.638,17738.382,11427.686,74.367,307.955,133.479,1032.179,Europe
Belgium,BEL,2011,3726.983,33595.539,15002.736,11348.897,46.117,543.987,275.052,1105.84,Europe
Belgium,BEL,2012,3487.837,32291.287,15101.501,9363.124,82.954,639.235,499.119,1208.781,Europe
Belgium,BEL,2013,3671.405,32940.146,14822.497,9788.327,87.224,841.249,606.893,1143.92,Europe
Belgium,BEL,2014,3482.016,32296.501,12889.236,7643.809,66.951,1046.746,654.587,1014.518,Europe
Belgium,BEL,2015,3479.821,33128.988,14041.383,5849.967,71.357,1249.194,684.928,1246.886,Europe
Belgium,BEL,2016,3279.574,33474.01,14258.599,9639.9,81.951,1204.395,685.533,1207.119,Europe
Belgium,BEL,2017,3193.39,33874.457,14370.852,9244.053,59.129,1425.942,724.015,1264.69,Europe
Belgium,BEL,2018,3149.605,34399.609,14696.145,6190.078,67.86,1615.801,844.58,1184.204,Europe
Belgium,BEL,2019,3069.795,33247.707,15065.009,9390.051,63.601,2045.576,846.932,1100.254,Europe
Brazil,BRA,1965,242.019,2131.728,6.158,0.0,850.086,0.0,0.0,0.0,South America
Brazil,BRA,1966,255.136,2261.43,7.006,0.0,904.544,0.0,0.0,0.0,South America
Brazil,BRA,1967,256.68,2271.706,7.71,0.0,920.994,0.0,0.0,0.0,South America
Brazil,BRA,1968,246.015,2657.421,7.936,0.0,938.865,0.0,0.0,0.0,South America
Brazil,BRA,1969,267.593,2841.795,8.151,0.0,979.128,0.0,0.0,0.0,South America
Brazil,BRA,1970,298.012,3135.412,8.527,0.0,1162.39,0.0,0.0,15.032,South America
Brazil,BRA,1971,292.692,3370.795,13.103,0.0,1230.956,0.0,0.0,18.049,South America
Brazil,BRA,1972,300.783,3785.119,17.563,0.0,1409.794,0.0,0.0,19.933,South America
Brazil,BRA,1973,288.665,4550.523,19.629,0.0,1572.533,0.0,0.0,20.395,South America
Brazil,BRA,1974,299.05,4792.849,36.889,0.0,1742.42,0.0,0.0,20.83,South America
Brazil,BRA,1975,347.199,4831.794,39.145,0.0,1872.83,0.0,0.0,22.467,South America
Brazil,BRA,1976,361.837,5103.747,44.044,0.0,2097.75,0.0,0.0,21.868,South America
Brazil,BRA,1977,448.175,5097.801,53.653,0.0,2309.69,0.0,0.0,27.595,South America
Brazil,BRA,1978,503.254,5415.655,68.952,0.0,2479.181,0.0,0.0,32.139,South America
Brazil,BRA,1979,533.846,5557.775,73.789,0.0,2747.193,0.0,0.0,41.852,South America
Brazil,BRA,1980,568.751,5241.774,84.247,0.0,2966.803,0.0,0.0,41.554,South America
Brazil,BRA,1981,543.481,4884.751,73.836,0.0,2939.519,0.0,0.0,42.118,South America
Brazil,BRA,1982,561.209,4837.007,103.061,0.0,3099.129,0.0,0.0,47.837,South America
Brazil,BRA,1983,616.744,4487.431,136.188,0.0,3250.425,0.0,0.0,64.042,South America
Brazil,BRA,1984,744.738,4441.603,154.993,34.475,3495.579,0.0,0.0,59.836,South America
Brazil,BRA,1985,861.571,4411.142,190.277,69.427,3662.836,0.0,0.0,62.982,South America
Brazil,BRA,1986,854.344,4771.451,217.127,2.896,3668.985,0.0,0.0,64.239,South America
Brazil,BRA,1987,876.948,4812.54,237.59,19.183,3659.228,0.0,0.0,70.3,South America
Brazil,BRA,1988,879.132,4803.617,234.617,11.759,3850.479,0.0,0.0,64.592,South America
Brazil,BRA,1989,856.238,4750.907,236.108,34.739,3885.68,0.0,0.0,64.603,South America
Brazil,BRA,1990,749.118,4607.766,211.104,41.703,3853.542,0.0,0.0,71.942,South America
Brazil,BRA,1991,843.82,4578.441,215.635,26.414,3989.175,0.0,0.0,73.262,South America
Brazil,BRA,1992,805.01,4852.89,240.142,31.675,4021.792,0.0,0.0,88.764,South America
Brazil,BRA,1993,815.666,4965.289,276.665,7.828,4162.978,0.0,0.0,88.265,South America
Brazil,BRA,1994,823.743,5214.558,297.252,0.958,4228.617,0.0,0.0,93.878,South America
Brazil,BRA,1995,850.08,5355.581,322.83,43.187,4353.118,0.0,0.0,95.903,South America
Brazil,BRA,1996,863.343,5607.283,350.075,40.954,4484.693,0.034,0.0,113.948,South America
Brazil,BRA,1997,855.046,5932.989,374.531,52.645,4634.457,0.066,0.0,122.584,South America
Brazil,BRA,1998,824.81,6090.851,386.557,53.417,4768.6,0.082,0.0,122.79,South America
Brazil,BRA,1999,822.938,6092.869,451.955,64.109,4723.156,0.032,0.0,135.021,South America
Brazil,BRA,2000,864.933,5914.505,555.21,96.084,4837.603,0.016,0.0,124.838,South America
Brazil,BRA,2001,839.681,5929.801,693.368,222.389,4172.04,0.544,0.0,140.021,South America
Brazil,BRA,2002,802.117,5734.647,808.534,211.306,4369.25,0.932,0.0,156.176,South America
Brazil,BRA,2003,821.845,5495.467,893.647,200.166,4579.577,0.914,0.0,178.235,South America
Brazil,BRA,2004,851.369,5611.39,1050.102,170.815,4719.411,0.897,0.0,183.527,South America
Brazil,BRA,2005,811.729,5663.692,1081.365,142.423,4876.866,1.343,0.0,196.414,South America
Brazil,BRA,2006,791.712,5710.387,1125.054,195.38,4954.866,3.367,0.0,210.886,South America
Brazil,BRA,2007,830.336,5875.373,1146.671,172.535,5225.259,9.26,0.0,252.359,South America
Brazil,BRA,2008,833.893,6075.488,1336.297,192.02,5080.133,16.262,0.0,271.993,South America
Brazil,BRA,2009,666.405,5962.902,1066.014,175.319,5290.407,16.751,0.0,309.53,South America
Brazil,BRA,2010,859.406,6442.606,1409.036,193.482,5372.755,28.997,0.0,425.546,South America
Brazil,BRA,2011,909.652,6787.028,1391.461,205.456,5619.877,35.488,0.0,428.104,South America
Brazil,BRA,2012,892.163,6938.48,1634.655,207.294,5368.246,65.271,0.013,462.267,South America
Brazil,BRA,2013,953.28,7273.845,1909.25,196.756,4979.38,83.745,0.061,521.787,South America
Brazil,BRA,2014,1004.944,7432.725,2005.065,193.017,4687.073,153.252,0.202,590.896,South America
Brazil,BRA,2015,1002.474,6914.214,2099.876,182.294,4450.802,267.557,0.729,617.128,South America
Brazil,BRA,2016,898.059,6509.155,1798.961,193.515,4646.386,408.5,1.04,626.185,South America
Brazil,BRA,2017,939.555,6549.189,1810.679,189.324,4461.575,509.701,10.006,636.471,South America
Brazil,BRA,2018,923.414,6222.115,1713.42,185.973,4615.202,575.165,41.07,645.254,South America
Brazil,BRA,2019,863.51,6226.181,1696.732,189.66,4684.894,655.083,65.266,660.024,South America
Bulgaria,BGR,1965,8480.304,5316.248,68.433,0.0,675.612,0.0,0.0,0.0,Europe
Bulgaria,BGR,1966,8680.39,6020.539,101.337,0.0,673.991,0.0,0.0,0.0,Europe
Bulgaria,BGR,1967,9359.209,7517.979,306.284,0.0,673.22,0.0,0.0,0.0,Europe
Bulgaria,BGR,1968,10098.725,8849.782,465.643,0.0,431.548,0.0,0.0,0.0,Europe
Bulgaria,BGR,1969,10086.677,10795.844,481.162,0.0,604.179,0.0,0.0,0.0,Europe
Bulgaria,BGR,1970,10964.305,12463.485,431.541,0.0,702.607,0.0,0.0,0.0,Europe
Bulgaria,BGR,1971,10757.657,13626.5,336.079,0.0,704.262,0.0,0.0,0.0,Europe
Bulgaria,BGR,1972,11023.449,14088.126,225.113,0.0,675.973,0.0,0.0,0.0,Europe
Bulgaria,BGR,1973,11048.24,14774.52,225.566,0.0,824.734,0.0,0.0,0.0,Europe
Bulgaria,BGR,1974,10806.457,15287.634,489.08,296.331,664.189,0.0,0.0,0.0,Europe
Bulgaria,BGR,1975,11278.633,16131.955,1293.06,811.908,779.8,0.0,0.0,0.0,Europe
Bulgaria,BGR,1976,10471.383,16697.43,2252.453,1579.659,935.32,0.0,0.0,0.0,Europe
Bulgaria,BGR,1977,10394.602,17301.388,2864.749,1856.903,1113.7,0.0,0.0,0.0,Europe
Bulgaria,BGR,1978,11050.353,17761.438,3047.154,1859.615,915.333,0.0,0.0,0.0,Europe
Bulgaria,BGR,1979,11362.019,18249.188,3250.822,1939.081,1038.883,0.0,0.0,0.0,Europe
Bulgaria,BGR,1980,11882.807,18585.5,4166.182,1928.71,1161.606,0.0,0.0,0.0,Europe
Bulgaria,BGR,1981,12030.954,16517.234,4518.729,2844.534,1128.58,0.0,0.0,0.0,Europe
Bulgaria,BGR,1982,12602.758,15959.242,4985.784,3342.294,948.632,0.0,0.0,0.0,Europe
Bulgaria,BGR,1983,12523.726,15374.304,5226.13,3821.813,1040.31,0.0,0.0,0.0,Europe
Bulgaria,BGR,1984,12520.835,14737.322,5485.008,3944.144,1009.651,0.0,0.0,0.0,Europe
Bulgaria,BGR,1985,13059.302,13608.849,5978.612,4064.07,692.356,0.0,0.0,0.0,Europe
Bulgaria,BGR,1986,13426.42,14348.276,5938.431,3736.521,720.062,0.0,0.0,0.0,Europe
Bulgaria,BGR,1987,13432.719,13805.608,6631.296,3854.98,786.433,0.0,0.0,0.0,Europe
Bulgaria,BGR,1988,12547.449,14696.875,6459.052,4982.412,806.883,0.0,0.0,0.0,Europe
Bulgaria,BGR,1989,12862.545,14399.366,6678.276,4547.218,840.077,0.0,0.0,0.0,Europe
Bulgaria,BGR,1990,10865.06,13319.939,7127.876,4607.64,590.054,0.0,0.0,0.0,Europe
Bulgaria,BGR,1991,9793.745,9082.851,6070.439,4177.284,773.419,0.0,0.0,0.0,Europe
Bulgaria,BGR,1992,10406.769,8158.927,5431.223,3698.584,660.507,0.0,0.0,0.0,Europe
Bulgaria,BGR,1993,11335.105,8888.718,5112.615,4525.877,629.017,0.0,0.0,0.0,Europe
Bulgaria,BGR,1994,10500.431,8509.077,5175.55,5026.225,481.154,0.0,0.0,0.0,Europe
Bulgaria,BGR,1995,10622.057,8808.61,6318.092,5722.313,767.13,0.0,0.0,0.0,Europe
Bulgaria,BGR,1996,10687.812,8319.8,6522.467,6057.383,977.851,0.0,0.0,0.0,Europe
Bulgaria,BGR,1997,12305.802,6559.446,5254.175,6004.429,931.564,0.0,0.0,0.0,Europe
Bulgaria,BGR,1998,11827.071,7022.251,4436.167,5768.211,1057.113,0.0,0.0,0.0,Europe
Bulgaria,BGR,1999,9824.387,6489.928,3877.343,5445.372,947.964,0.0,0.0,0.0,Europe
Bulgaria,BGR,2000,9151.504,6320.184,4259.6,6313.389,928.358,0.0,0.0,0.0,Europe
Bulgaria,BGR,2001,10519.283,6815.864,3611.054,6803.839,604.422,0.0,0.0,0.0,Europe
Bulgaria,BGR,2002,9767.339,6971.04,3228.2,7049.004,764.787,0.0,0.0,0.0,Europe
Bulgaria,BGR,2003,11022.347,7286.971,3438.368,6032.414,1057.418,0.0,0.0,0.0,Europe
Bulgaria,BGR,2004,10612.838,7174.572,3382.669,5877.127,1107.27,0.35,0.0,0.0,Europe
